,Kittitas,Roza,Wapato,Sunnyside,Tieton
3/8/2021,0,0,0,0,0.368119011
3/9/2021,0,0,0,0,0.226534776
3/10/2021,0,0,0,0,0.169901082
3/11/2021,0,0,0,0,0
3/12/2021,0,0,0,0,0
3/13/2021,0,0,0,0,0
3/14/2021,0,0,0,0,0
3/15/2021,0,0,0,0,0
3/16/2021,0,0,3.086536323,0,0
3/17/2021,0,0,4.049309121,0,0
3/18/2021,0,0,4.304160744,0,0
3/19/2021,0,0,4.332477591,0,0
3/20/2021,0,0,4.162576509,0,0
3/21/2021,0,5.465151471,4.24752705,0,0
3/22/2021,0,5.521785165,5.408517777,0,0
3/23/2021,0,9.939213297,6.144755799,0,0
3/24/2021,0,11.97802628,6.22970634,0,0
3/25/2021,0,11.97802628,6.116438952,8.77822257,0
3/26/2021,0,11.97802628,3.143170017,10.13743123,0
3/27/2021,0,11.97802628,0,13.42218548,0
3/28/2021,0,11.97802628,0,16.28218703,0
3/29/2021,0,11.97802628,1.302574962,17.86793046,0
3/30/2021,0,11.97802628,6.852676974,18.34931686,0
3/31/2021,0,11.83644205,9.287925816,19.05723803,0
4/1/2021,0,14.61149305,9.486143745,19.90674344,0
4/2/2021,0,17.69802938,9.62772798,21.15268471,0
4/3/2021,0,17.69802938,9.372876357,21.77565534,0
4/4/2021,0,17.69802938,10.363966,21.77565534,0
4/5/2021,0,17.69802938,11.63822412,22.51189337,0
4/6/2021,0,17.69802938,11.60990727,23.53129986,0.707921175
4/7/2021,0,17.69802938,12.00634313,24.0976368,1.104357033
4/8/2021,0,17.69802938,12.60099692,24.18258734,1.160990727
4/9/2021,0,17.69802938,11.92139259,23.6162504,1.217624421
4/10/2021,0,17.69802938,11.55327358,23.41803247,1.245941268
4/11/2021,0,17.69802938,11.15683772,23.70120094,1.217624421
4/12/2021,0,17.69802938,12.48772953,23.6162504,1.189307574
4/13/2021,0,17.69802938,13.28060124,23.81446833,1.189307574
4/14/2021,0,17.69802938,15.82911747,24.5790232,1.217624421
4/15/2021,0,17.69802938,18.32100001,25.68338023,1.217624421
4/16/2021,0,17.69802938,18.80238641,26.70278672,1.189307574
4/17/2021,0,17.69802938,19.14218857,28.11862907,1.245941268
4/18/2021,0,17.69802938,21.88892273,28.45843124,1.444159197
4/19/2021,0,19.70852551,20.58634777,29.02476818,1.500792891
4/20/2021,0,20.58634777,20.69961516,29.73268935,1.444159197
4/21/2021,0,20.58634777,22.85169553,30.86536323,1.189307574
4/22/2021,0,20.50139723,30.12912521,32.28120558,0.934455951
4/23/2021,0,20.50139723,35.50932614,33.41387946,1.98217929
4/24/2021,0.56633694,20.41644669,36.69863371,31.85645288,2.321981454
4/25/2021,2.944952088,20.41644669,40.40814067,32.84754252,2.661783618
4/26/2021,5.974854717,20.33149615,46.97764917,33.41387946,2.944952088
4/27/2021,8.636638335,20.33149615,52.47111749,35.25447452,3.539605875
4/28/2021,11.04357033,20.33149615,54.08517777,36.67031687,4.049309121
4/29/2021,11.69485781,20.33149615,53.51884083,36.3871484,4.134259662
4/30/2021,13.2522844,20.33149615,54.67983156,36.3871484,4.417428132
5/1/2021,13.84693818,20.33149615,55.21785165,36.67031687,4.757230296
5/2/2021,15.14951315,20.33149615,56.23725814,35.82081146,4.81386399
5/3/2021,15.77248378,20.33149615,56.80359508,34.12180064,5.238616695
5/4/2021,16.16891964,20.41644669,57.76636788,31.71486864,5.691686247
5/5/2021,16.76357342,20.41644669,57.76636788,30.15744206,6.286340034
5/6/2021,17.66971253,20.41644669,58.87072491,30.15744206,6.909310668
5/7/2021,18.71743587,20.41644669,59.57864609,31.43170017,7.249112832
5/8/2021,19.93506029,20.41644669,59.57864609,35.82081146,7.617231843
5/9/2021,20.50139723,20.41644669,59.83349771,36.24556416,8.126935089
5/10/2021,20.86951624,20.41644669,59.57864609,34.82972181,8.693272029
5/11/2021,20.81288255,22.51189337,59.29547762,31.99803711,8.891489958
5/12/2021,19.90674344,23.67288409,59.15389338,31.71486864,8.863173111
5/13/2021,19.22713911,23.67288409,59.01230915,37.2366538,8.948123652
5/14/2021,19.28377281,23.67288409,59.43706185,37.37823804,9.174658428
5/15/2021,19.28377281,23.67288409,57.76636788,37.09506957,9.287925816
5/16/2021,18.88733695,23.67288409,55.13290111,37.09506957,9.316242663
5/17/2021,17.8962473,23.67288409,57.48319941,37.09506957,9.287925816
5/18/2021,17.27327667,23.67288409,59.29547762,36.8119011,9.316242663
5/19/2021,17.27327667,23.72951779,59.01230915,36.8119011,9.287925816
5/20/2021,18.29268316,23.72951779,59.15389338,36.8119011,9.287925816
5/21/2021,18.71743587,23.72951779,59.15389338,36.8119011,9.316242663
5/22/2021,18.77406956,23.72951779,59.29547762,36.8119011,9.429510051
5/23/2021,19.3970402,23.72951779,59.43706185,36.67031687,9.401193204
5/24/2021,20.18991191,23.72951779,59.43706185,36.67031687,9.34455951
5/25/2021,21.2093184,23.72951779,59.43706185,36.3871484,9.372876357
5/26/2021,21.80397219,23.72951779,59.29547762,36.3871484,9.372876357
5/27/2021,21.80397219,23.72951779,59.29547762,36.67031687,9.429510051
5/28/2021,21.80397219,23.72951779,59.43706185,36.10397993,9.372876357
5/29/2021,21.80397219,23.72951779,59.57864609,36.10397993,9.429510051
5/30/2021,21.86060588,23.72951779,59.43706185,36.10397993,9.429510051
5/31/2021,22.11545751,23.72951779,58.72914068,36.10397993,9.429510051
6/1/2021,22.62516075,23.72951779,58.16280374,36.10397993,9.372876357
6/2/2021,23.10654715,23.72951779,57.90795212,36.3871484,9.34455951
6/3/2021,23.6162504,22.34199228,57.76636788,36.10397993,9.372876357
6/4/2021,24.12595364,23.81446833,58.30438797,36.24556416,9.372876357
6/5/2021,24.32417157,23.81446833,58.16280374,36.3871484,9.401193204
6/6/2021,24.32417157,23.81446833,58.04953635,36.3871484,9.401193204
6/7/2021,24.60734004,23.81446833,58.30438797,36.52873263,9.372876357
6/8/2021,25.11704329,23.81446833,58.04953635,36.3871484,9.372876357
6/9/2021,25.62674654,23.81446833,58.04953635,36.52873263,9.401193204
6/10/2021,26.13644978,23.81446833,58.16280374,36.24556416,9.372876357
6/11/2021,26.61783618,23.81446833,58.16280374,36.3871484,9.401193204
6/12/2021,26.81605411,23.81446833,58.16280374,36.3871484,9.372876357
6/13/2021,26.81605411,24.06931995,58.04953635,36.3871484,9.372876357
6/14/2021,26.81605411,24.06931995,57.90795212,36.3871484,9.372876357
6/15/2021,26.81605411,24.06931995,58.16280374,36.24556416,9.372876357
6/16/2021,27.12753943,24.06931995,58.16280374,36.10397993,9.316242663
6/17/2021,27.32575736,24.06931995,58.04953635,36.24556416,9.372876357
6/18/2021,27.32575736,24.06931995,58.04953635,36.10397993,9.401193204
6/19/2021,27.01427204,24.06931995,57.90795212,36.10397993,9.372876357
6/20/2021,25.93823185,24.06931995,58.04953635,35.96239569,9.372876357
6/21/2021,25.82496446,24.06931995,57.76636788,30.01585782,9.372876357
6/22/2021,25.82496446,24.06931995,58.04953635,29.67605566,9.372876357
6/23/2021,25.51347915,24.06931995,58.04953635,36.67031687,9.401193204
6/24/2021,25.25862752,24.06931995,49.72438333,37.09506957,9.429510051
6/25/2021,24.72060743,24.06931995,45.95824268,36.8119011,9.372876357
6/26/2021,24.32417157,23.81446833,45.56180682,36.67031687,9.372876357
6/27/2021,24.32417157,23.72951779,45.56180682,36.67031687,9.372876357
6/28/2021,24.60734004,23.98436941,45.56180682,36.8119011,9.372876357
6/29/2021,25.11704329,24.15427049,47.06259971,36.67031687,9.372876357
6/30/2021,25.62674654,24.15427049,47.34576818,36.67031687,9.372876357
7/1/2021,26.41961825,24.06931995,47.48735242,36.95348533,9.372876357
7/2/2021,27.43902474,23.98436941,47.34576818,36.95348533,9.372876357
7/3/2021,27.8354606,23.89941887,47.34576818,36.8119011,9.372876357
7/4/2021,28.11862907,24.63565689,46.94933233,36.52873263,9.372876357
7/5/2021,28.62833232,24.40912211,52.8958702,36.52873263,9.401193204
7/6/2021,28.93981763,24.55070635,55.52933697,36.67031687,9.401193204
7/7/2021,29.61942196,24.40912211,55.38775273,36.8119011,9.372876357
7/8/2021,29.81763989,24.32417157,56.09567391,36.67031687,9.372876357
7/9/2021,29.81763989,24.32417157,56.52042661,36.24556416,9.372876357
7/10/2021,30.12912521,24.40912211,56.52042661,36.52873263,9.372876357
7/11/2021,30.63882845,24.32417157,56.91686247,36.67031687,9.429510051
7/12/2021,31.12021485,24.49407266,57.62478365,36.67031687,9.372876357
7/13/2021,31.6299181,24.55070635,58.04953635,36.8119011,9.372876357
7/14/2021,32.13962135,24.63565689,58.04953635,36.52873263,9.372876357
7/15/2021,32.64932459,24.63565689,58.04953635,36.8119011,9.372876357
7/16/2021,33.13071099,25.0604096,58.16280374,36.67031687,9.401193204
7/17/2021,33.32892892,25.0604096,58.16280374,35.82081146,9.372876357
7/18/2021,33.32892892,25.23031068,58.04953635,36.8119011,9.429510051
7/19/2021,33.32892892,24.06931995,58.30438797,37.09506957,9.429510051
7/20/2021,33.38556261,23.58793355,58.16280374,36.8119011,9.372876357
7/21/2021,33.38556261,23.33308193,58.30438797,36.52873263,9.372876357
7/22/2021,33.32892892,22.85169553,58.44597221,36.52873263,9.372876357
7/23/2021,33.32892892,22.59684391,58.44597221,36.3871484,9.401193204
7/24/2021,33.32892892,22.59684391,58.30438797,36.10397993,9.401193204
7/25/2021,33.38556261,22.1720912,58.30438797,36.10397993,9.372876357
7/26/2021,33.18734468,21.77565534,58.16280374,35.96239569,9.372876357
7/27/2021,32.22457189,21.6907048,58.04953635,35.67922722,9.372876357
7/28/2021,31.51665071,20.98278363,56.91686247,35.82081146,9.372876357
7/29/2021,31.26179909,20.89783309,56.23725814,35.96239569,9.401193204
7/30/2021,31.71486864,20.727932,56.09567391,35.82081146,9.34455951
7/31/2021,32.45110666,20.64298146,56.09567391,36.10397993,9.372876357
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
